signal_message_id,symbol,pair,update_id,reply_to_message_id,categories,severity,likely_real_outcome,likely_false_positive,target_hits_found,profit_percent_values,update_text,signal_text
6455,BNB,USDT,6456,6455.0,generic_risk_warning,low,False,True,[],[],"Risky trade due to the market being very volatile and unpredictable, so follow your risk management properly.","Coin: #BNBUSDT

Direction: Short

Leverage: 5-10x

#BNB already broke down the symmetrical triangle and is looking bearish.

Entry: 845 - 852$ (Enter partially)

Targets: 828 - 808 - 792 - 776 - 760$ (Short term)

Stoploss: 860$"
6455,BNB,USDT,6461,6455.0,unclassified_related,low,False,False,[],[],Close this also because the market is liquidating on both sides. So now wait for better price action to reenter the market.,"Coin: #BNBUSDT

Direction: Short

Leverage: 5-10x

#BNB already broke down the symmetrical triangle and is looking bearish.

Entry: 845 - 852$ (Enter partially)

Targets: 828 - 808 - 792 - 776 - 760$ (Short term)

Stoploss: 860$"
6455,BNB,USDT,6464,,unclassified_related,low,False,False,[],[],"#BNBUSDT UPDATE:

BNB is currently trading around $860. It has already broken out of a symmetrical triangle on the 4-hour time frame. So, the possible scenarios are: if the pump continues from here, then we may see bullish momentum according to the pattern. Otherwise, if it dumps from here and trades inside the pattern again, then the breakout will be considered a fake-out. Nowadays, the market is very volatile and uncertain, so keep an eye on it.","Coin: #BNBUSDT

Direction: Short

Leverage: 5-10x

#BNB already broke down the symmetrical triangle and is looking bearish.

Entry: 845 - 852$ (Enter partially)

Targets: 828 - 808 - 792 - 776 - 760$ (Short term)

Stoploss: 860$"
6455,BNB,USDT,6465,6464.0,profit_booked | profit_percentage_only,medium,True,False,[],['20'],"#BNBUSDT UPDATE:

#BNB is now trading around $874. It pumped exactly after the breakout according to our previous update. Those who opened a long position according to our update are now in good profits. 20% profits booked until now with 10x leverage. Now, according to the pattern, we may see more pumps. Hope you enjoyed this update. More updates like #BNB...

#Pin our channel on top and #Unmute our channel.","Coin: #BNBUSDT

Direction: Short

Leverage: 5-10x

#BNB already broke down the symmetrical triangle and is looking bearish.

Entry: 845 - 852$ (Enter partially)

Targets: 828 - 808 - 792 - 776 - 760$ (Short term)

Stoploss: 860$"
6455,BNB,USDT,6489,6464.0,profit_booked | profit_percentage_only,medium,True,False,[],['50'],"#BNBUSDT UPDATE:

BNB is now trading around $901. It pumped exactly after the breakout according to our previous update. Those who opened a long position according to our update are now in good profits. 50% profits booked until now with 10x leverage. Hope you enjoyed this update.","Coin: #BNBUSDT

Direction: Short

Leverage: 5-10x

#BNB already broke down the symmetrical triangle and is looking bearish.

Entry: 845 - 852$ (Enter partially)

Targets: 828 - 808 - 792 - 776 - 760$ (Short term)

Stoploss: 860$"
6455,BNB,USDT,6524,,unclassified_related,low,False,False,[],[],"#BNBUSDT UPDATE:

#BNB is now trading around $1000. #BNB is forming the cup and handle pattern on a smaller time frame, which is a bullish pattern. The possible scenario is that if the price pumps from here and breaks above the neckline, then according to the pattern, we may see short-term bullish momentum. Keep an eye on it and wait for a breakout to confirm the bullish sign. Stay tuned with us for further updates✔️","Coin: #BNBUSDT

Direction: Short

Leverage: 5-10x

#BNB already broke down the symmetrical triangle and is looking bearish.

Entry: 845 - 852$ (Enter partially)

Targets: 828 - 808 - 792 - 776 - 760$ (Short term)

Stoploss: 860$"
6455,BNB,USDT,6534,6524.0,profit_booked | profit_percentage_only,medium,True,False,[],['80'],"#BNBUSDT UPDATE:

#BNB is now trading around $1062. It pumped exactly after breaking out of the cup and handle pattern, according to our previous update. Those who opened a long position according to our previous update are now in good profits. 80% profits booked with 10x leverage. Enjoy the profits, guys!","Coin: #BNBUSDT

Direction: Short

Leverage: 5-10x

#BNB already broke down the symmetrical triangle and is looking bearish.

Entry: 845 - 852$ (Enter partially)

Targets: 828 - 808 - 792 - 776 - 760$ (Short term)

Stoploss: 860$"
6455,BNB,USDT,6544,,analysis_post,low,False,True,[],[],"#BNBUSDT Analysis:

#BNB is now trading around $977. It has already broken out of a downtrend channel on the 4-hour time frame, which is a bullish pattern. So, the possible scenarios are: according to the pattern, we can see short-term bullish momentum. Otherwise, if the price dumps and trades inside the pattern again, then the breakout will be considered a fake-out. Keep an eye on it.","Coin: #BNBUSDT

Direction: Short

Leverage: 5-10x

#BNB already broke down the symmetrical triangle and is looking bearish.

Entry: 845 - 852$ (Enter partially)

Targets: 828 - 808 - 792 - 776 - 760$ (Short term)

Stoploss: 860$"
6457,GRASS,USDT,6458,6457.0,generic_risk_warning,low,False,True,[],[],"Risky trade due to the market being very volatile and unpredictable, so follow your risk management properly.","Coin: #GRASSUSDT

Direction: Short

Leverage: 5-10x

#GRASS has already broken down the symmetrical triangle and is looking bearish.

Entry: 0.6924 - 0.7100$ (Enter partially)

Targets: 0.6750 - 0.6600 - 0.6450 - 0.6300 - 0.5950 - 0.5500$ (Short term)

Stoploss: 0.7300$"
6457,GRASS,USDT,6460,6457.0,unclassified_related,low,False,False,[],[],Close at breakeven.,"Coin: #GRASSUSDT

Direction: Short

Leverage: 5-10x

#GRASS has already broken down the symmetrical triangle and is looking bearish.

Entry: 0.6924 - 0.7100$ (Enter partially)

Targets: 0.6750 - 0.6600 - 0.6450 - 0.6300 - 0.5950 - 0.5500$ (Short term)

Stoploss: 0.7300$"
6497,DENT,USDT,6498,6497.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #DENTUSDT

Direction: Long

Leverage: 10x

#DENT has already broken out of the downtrend channel and is looking bullish.

Entry: 0.000795 - 0.000770$ (Buy partially)

Targets: 0.000815 - 0.000835 - 0.000855 - 0.000870 - 0.000900$ (Short term)

Stoploss: 0.000740$"
6497,DENT,USDT,6504,6497.0,profit_booked | profit_percentage_only | stop_loss_only,medium,True,False,[],['20'],"#DENTUSDT UPDATE:

SL hit after TP 1 because of a sudden dump in the market. 20% profits booked with 10x leverage.","Coin: #DENTUSDT

Direction: Long

Leverage: 10x

#DENT has already broken out of the downtrend channel and is looking bullish.

Entry: 0.000795 - 0.000770$ (Buy partially)

Targets: 0.000815 - 0.000835 - 0.000855 - 0.000870 - 0.000900$ (Short term)

Stoploss: 0.000740$"
6509,BTC,USDT,6510,6509.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117200 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6509,BTC,USDT,6512,6509.0,unclassified_related,low,False,False,[],[],"If retest failed, we close this position, so keep an eye on it.","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117200 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6509,BTC,USDT,6513,6509.0,generic_risk_warning,low,False,True,[],[],"Today is FOMC day, so expect high volatility. The maximum possibility is a rate cut, and that may impact a bullish sign for the crypto market. So use a tight stop-loss and manage your risk management properly.","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117200 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6509,BTC,USDT,6514,6509.0,unclassified_related,low,False,False,[],[],Close this position,"Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117200 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6509,BTC,USDT,6519,,possible_new_signal_or_setup,low,False,True,[],[],"Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117300 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117200 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6509,BTC,USDT,6538,,unclassified_related,low,False,False,[],[],"#BTCUSDT UPDATE:

#Bitcoin is now trading around $113,000. Bitcoin is exactly taking support after a dump. So the possible scenarios are: if the price pumps from the support, then we can see bullish momentum. Otherwise, if it dumps and breaks below the support zone, then we may see more of a dump in Bitcoin. Keep an eye on it.","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117200 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6509,BTC,USDT,6543,,analysis_post,low,False,True,[],[],"#BTCUSDT Analysis:

#Bitcoin is currently trading around $109,320. It is forming a bearish pennant pattern on the 4-hour time frame. The possible scenarios are: if the price dumps and breaks down the triangle, then we could see another dump in Bitcoin. Otherwise, if it pumps and breaks above the triangle, then the pattern will be invalid. Keep eye on it✔️","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117200 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6509,BTC,USDT,6548,,unclassified_related,low,False,False,[],[],"#BTCUSDT UPDATE:

#Bitcoin is currently trading around $114,000. After breaking a resistance zone, it is coming for a retest. So, after a successful retest, we may see bullish momentum in Bitcoin, and the price can test 116-117k soon. Otherwise, if it breaks down the support zone, then we can expect a dump in Bitcoin, and the price can go towards 111-110k. Keep an eye on it. Stay tuned with us for further updates✔️","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117200 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6509,BTC,USDT,6558,,unclassified_related,low,False,False,[],[],"#BTCUSDT UPDATE:

#Bitcoin is now trading around $122200. #Bitcoin exactly pumped after broken out the resistance zone and now testing the upper resistance zone. Now the Possible scenarios are if the price pump from here and breaks above the resistance zone and gives a daily close then we can see another bullish momentum in Bitcoin. Otherwise If Bitcoin rejects from the resistance zone then the price may dump and can go towards the lower support zone. Keep eye on it and stay tuned with us for further updates✔️","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117200 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6509,BTC,USDT,6566,6558.0,unclassified_related,low,False,False,[],[],"#BTCUSDT UPDATE:

#Bitcoin made a new all-time high of $126,000🔥 and is now trading around $125,000. Bitcoin exactly broke the resistance level and is pumping as per our previous update. Now, the possible scenarios are: if the price gives a daily close above the resistance, then we may see more bullish momentum in Bitcoin. Otherwise, if it dumps and gives a close below the resistance, then we may see rejection in Bitcoin. Keep an eye on it and stay tuned with us for further updates✔️","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117200 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6509,BTC,USDT,6576,,unclassified_related,low,False,False,[],[],"#BTCUSDT UPDATE (Weekly):

#Bitcoin is currently trading around $115,000. It is taking support from the support trendline after a big dump. It already took support from that, and this time it also took support. Now, the possible scenarios are: if the pump continues from here, then it can go to test the upper resistance zone, which it has already tested three times. So, this time, if it breaks, then we can see a big bullish momentum in Bitcoin. Otherwise, if it dumps and breaks down the support trendline and gives a weekly close, then we may see a further dump in Bitcoin. Keep an eye on it and stay tuned with us for further updates.✔️","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117200 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6509,BTC,USDT,6587,,unclassified_related,low,False,False,[],[],"#BTCUSDT UPDATE:

#Bitcoin is currently trading around $111,470. Bitcoin is exactly dumping and now breaking the support trendline on the weekly time frame. So the possible scenarios are: if the dump continues and breaks down the trendline and support zone and gives a weekly close below there, then we may see bearish momentum in Bitcoin. Otherwise, if it takes support again from the support trendline, then it can go towards the upper resistance zone. Now the market is very volatile and unpredictable, so wait for some better price action to enter the market again. Keep an eye on it.✔️","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117200 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6509,BTC,USDT,6588,,unclassified_related,low,False,False,[],[],"#BTCUSDT UPDATE:

#Bitcoin is currently trading around $108,300. It has already broken down the head and shoulders pattern on the 4-hour time frame and looks bearish, which is a bearish pattern. Now, the possible scenario is: according to the pattern, we may see bearish momentum in Bitcoin, and the price can test $102k-$101k soon. Keep an eye on it and stay tuned with us for further updates✔️","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117200 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6519,BTC,USDT,6538,,unclassified_related,low,False,False,[],[],"#BTCUSDT UPDATE:

#Bitcoin is now trading around $113,000. Bitcoin is exactly taking support after a dump. So the possible scenarios are: if the price pumps from the support, then we can see bullish momentum. Otherwise, if it dumps and breaks below the support zone, then we may see more of a dump in Bitcoin. Keep an eye on it.","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117300 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6519,BTC,USDT,6543,,analysis_post,low,False,True,[],[],"#BTCUSDT Analysis:

#Bitcoin is currently trading around $109,320. It is forming a bearish pennant pattern on the 4-hour time frame. The possible scenarios are: if the price dumps and breaks down the triangle, then we could see another dump in Bitcoin. Otherwise, if it pumps and breaks above the triangle, then the pattern will be invalid. Keep eye on it✔️","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117300 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6519,BTC,USDT,6548,,unclassified_related,low,False,False,[],[],"#BTCUSDT UPDATE:

#Bitcoin is currently trading around $114,000. After breaking a resistance zone, it is coming for a retest. So, after a successful retest, we may see bullish momentum in Bitcoin, and the price can test 116-117k soon. Otherwise, if it breaks down the support zone, then we can expect a dump in Bitcoin, and the price can go towards 111-110k. Keep an eye on it. Stay tuned with us for further updates✔️","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117300 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6519,BTC,USDT,6558,,unclassified_related,low,False,False,[],[],"#BTCUSDT UPDATE:

#Bitcoin is now trading around $122200. #Bitcoin exactly pumped after broken out the resistance zone and now testing the upper resistance zone. Now the Possible scenarios are if the price pump from here and breaks above the resistance zone and gives a daily close then we can see another bullish momentum in Bitcoin. Otherwise If Bitcoin rejects from the resistance zone then the price may dump and can go towards the lower support zone. Keep eye on it and stay tuned with us for further updates✔️","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117300 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6519,BTC,USDT,6566,6558.0,unclassified_related,low,False,False,[],[],"#BTCUSDT UPDATE:

#Bitcoin made a new all-time high of $126,000🔥 and is now trading around $125,000. Bitcoin exactly broke the resistance level and is pumping as per our previous update. Now, the possible scenarios are: if the price gives a daily close above the resistance, then we may see more bullish momentum in Bitcoin. Otherwise, if it dumps and gives a close below the resistance, then we may see rejection in Bitcoin. Keep an eye on it and stay tuned with us for further updates✔️","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117300 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6519,BTC,USDT,6576,,unclassified_related,low,False,False,[],[],"#BTCUSDT UPDATE (Weekly):

#Bitcoin is currently trading around $115,000. It is taking support from the support trendline after a big dump. It already took support from that, and this time it also took support. Now, the possible scenarios are: if the pump continues from here, then it can go to test the upper resistance zone, which it has already tested three times. So, this time, if it breaks, then we can see a big bullish momentum in Bitcoin. Otherwise, if it dumps and breaks down the support trendline and gives a weekly close, then we may see a further dump in Bitcoin. Keep an eye on it and stay tuned with us for further updates.✔️","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117300 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6519,BTC,USDT,6587,,unclassified_related,low,False,False,[],[],"#BTCUSDT UPDATE:

#Bitcoin is currently trading around $111,470. Bitcoin is exactly dumping and now breaking the support trendline on the weekly time frame. So the possible scenarios are: if the dump continues and breaks down the trendline and support zone and gives a weekly close below there, then we may see bearish momentum in Bitcoin. Otherwise, if it takes support again from the support trendline, then it can go towards the upper resistance zone. Now the market is very volatile and unpredictable, so wait for some better price action to enter the market again. Keep an eye on it.✔️","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117300 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6519,BTC,USDT,6588,,unclassified_related,low,False,False,[],[],"#BTCUSDT UPDATE:

#Bitcoin is currently trading around $108,300. It has already broken down the head and shoulders pattern on the 4-hour time frame and looks bearish, which is a bearish pattern. Now, the possible scenario is: according to the pattern, we may see bearish momentum in Bitcoin, and the price can test $102k-$101k soon. Keep an eye on it and stay tuned with us for further updates✔️","Coin: #BTCUSDT

Direction: Long

Leverage: 10x

#BTC has already broken out of the Inverse head and shoulder pattern and is looking bullish.

Entry: 117300 - 115000$ (Buy partially)

Targets: 119500 - 122000 - 125000 - 128000 (Short term)

Stoploss: 113000$"
6539,CHESS,USDT,6541,6539.0,profit_percentage_only,medium,True,False,[],[],"For chess high touched was 0.07136$ 
Which is around 8% spot from entry and 80% with 10X leverage 

And stop loss was moved to entry","🔥GEM FUTURE SIGNAL🔥

Coin: #CHESSUSDT

Direction: Long📈

Leverage: 10x

Pumping from the strong support zone with a good bullish candle, which is a bullish sign, and the next target will be the upper resistance zone. So just buy it and hold it for good profits. This coin is in the bottom area, so we expect a massive pump in it.

Entry: 0.067 to 0.064$

Target: 0.07 - 0.08$ and higher

Stop loss: 0.058$

Buy and hold🤑"
6562,LPT,USDT,6563,6562.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #LPTUSDT

Direction: Long

Leverage: 5-10x

#LPT has already broken out of the bull flag pattern and is looking bullish.

Entry: 6.660 - 6.550$ (Buy partially)

Targets: 6.800 - 6.940 - 7.080 - 7.250 - 7.500 - 7.800$ (Short term)

Stop loss: 6.450$"
6562,LPT,USDT,6568,6562.0,unclassified_related,low,False,False,[],[],Close the position,"Coin: #LPTUSDT

Direction: Long

Leverage: 5-10x

#LPT has already broken out of the bull flag pattern and is looking bullish.

Entry: 6.660 - 6.550$ (Buy partially)

Targets: 6.800 - 6.940 - 7.080 - 7.250 - 7.500 - 7.800$ (Short term)

Stop loss: 6.450$"
6564,XLM,USDT,6565,6564.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #XLMUSDT

Direction: Long

Leverage: 5-10x

#XLM has already broken out of the falling wedge pattern and is looking bullish.

Entry: 0.40940 - 0.3900$ (Buy partially)

Targets: 0.420 - 0.430 - 0.440 - 0.450 - 0.470 - 0.490 - 0.520$ (Short-mid term)

Stoploss: 0.375$"
6564,XLM,USDT,6625,,possible_new_signal_or_setup,low,False,True,[],[],"Coin: #XLMUSDT

Direction: Long

Leverage: 5-10x

#XLM has already broken out of the symmetrical triangle and is looking bullish.

Entry: $0.329 - $0.320 (Buy partially)

Targets: $0.336 - $0.344 - $0.352 - $0.360 - $0.380 - $0.395 - $0.410 (Short term)

Stoploss: $0.316","Coin: #XLMUSDT

Direction: Long

Leverage: 5-10x

#XLM has already broken out of the falling wedge pattern and is looking bullish.

Entry: 0.40940 - 0.3900$ (Buy partially)

Targets: 0.420 - 0.430 - 0.440 - 0.450 - 0.470 - 0.490 - 0.520$ (Short-mid term)

Stoploss: 0.375$"
6584,OP,USDT,6585,6584.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #OPUSDT

Direction: Long

Leverage: 5-10x

#OP already broke out of the ascending triangle and is looking bullish.

Entry: 0.5060 - 0.5000$ (Buy partially)

Targets: 0.5200 - 0.5320 - 0.5440 - 0.5560 - 0.5850 - 0.6210$ (Short term)

Stoploss: 0.4850$"
6584,OP,USDT,6590,,possible_new_signal_or_setup,low,False,True,[],[],"Coin: #SANTOSUSDT

Direction: Short

Leverage: 5-10x

#SANTOS has already broken down the bear flag pattern and is looking bearish.

Entry: 1.348 - 1.400$ (Enter partially)

Targets: 1.300 - 1.260 - 1.220 - 1.180 - 1.100 - 1.000$ (Short term)

Stoploss: 1.450$","Coin: #OPUSDT

Direction: Long

Leverage: 5-10x

#OP already broke out of the ascending triangle and is looking bullish.

Entry: 0.5060 - 0.5000$ (Buy partially)

Targets: 0.5200 - 0.5320 - 0.5440 - 0.5560 - 0.5850 - 0.6210$ (Short term)

Stoploss: 0.4850$"
6584,OP,USDT,6592,6589.0,profit_booked | profit_percentage_only,medium,True,False,[],[],"#ETHUSDT UPDATE:

#Ethereum is currently trading around $3790. Ethereum dumped exactly after the breakdown, according to our previous update. Those who opened a short position after our update have booked good profits through that update. Sixty percent profits were booked with 10x leverage. Enjoy the profits, guys","Coin: #OPUSDT

Direction: Long

Leverage: 5-10x

#OP already broke out of the ascending triangle and is looking bullish.

Entry: 0.5060 - 0.5000$ (Buy partially)

Targets: 0.5200 - 0.5320 - 0.5440 - 0.5560 - 0.5850 - 0.6210$ (Short term)

Stoploss: 0.4850$"
6584,OP,USDT,6594,,possible_new_signal_or_setup,low,False,True,[],[],"Coin: #XVGUSDT

Direction: Long

Leverage: 5-10x

#XVG has already broken out of the falling wedge pattern and is looking bullish.

Entry: 0.005940 - 0.005700$ (Buy partially)

Targets: 0.006100 - 0.006300 - 0.006450 - 0.006600 - 0.007000 - 0.007400$ (Short term)

Stoploss: 0.005600$","Coin: #OPUSDT

Direction: Long

Leverage: 5-10x

#OP already broke out of the ascending triangle and is looking bullish.

Entry: 0.5060 - 0.5000$ (Buy partially)

Targets: 0.5200 - 0.5320 - 0.5440 - 0.5560 - 0.5850 - 0.6210$ (Short term)

Stoploss: 0.4850$"
6584,OP,USDT,6595,6594.0,generic_risk_warning,low,False,True,[],[],"Risky trade because the market is very volatile and unpredictable now. So, follow your risk management properly.","Coin: #OPUSDT

Direction: Long

Leverage: 5-10x

#OP already broke out of the ascending triangle and is looking bullish.

Entry: 0.5060 - 0.5000$ (Buy partially)

Targets: 0.5200 - 0.5320 - 0.5440 - 0.5560 - 0.5850 - 0.6210$ (Short term)

Stoploss: 0.4850$"
6584,OP,USDT,6599,6598.0,unclassified_related,low,False,False,[],[],"Entry under 0.0433$ max 
Stop loss - 0.0374","Coin: #OPUSDT

Direction: Long

Leverage: 5-10x

#OP already broke out of the ascending triangle and is looking bullish.

Entry: 0.5060 - 0.5000$ (Buy partially)

Targets: 0.5200 - 0.5320 - 0.5440 - 0.5560 - 0.5850 - 0.6210$ (Short term)

Stoploss: 0.4850$"
6584,OP,USDT,6604,,unclassified_related,low,False,False,[],[],"Whole market dumped 
Caused our stops to hit","Coin: #OPUSDT

Direction: Long

Leverage: 5-10x

#OP already broke out of the ascending triangle and is looking bullish.

Entry: 0.5060 - 0.5000$ (Buy partially)

Targets: 0.5200 - 0.5320 - 0.5440 - 0.5560 - 0.5850 - 0.6210$ (Short term)

Stoploss: 0.4850$"
6584,OP,USDT,6610,,possible_new_signal_or_setup,low,False,True,[],[],"Coin: #JUPUSDT

Direction: Long

Leverage: 5-10x

#JUP has already broken out of the symmetrical triangle and is looking bullish.

Entry: 0.3780 - 0.3650$ (Buy partially)

Targets: 0.3850 - 0.3950 - 0.4050 - 0.4150 - 0.4350 - 0.4550 - 0.4800$ (Short term)

Stoploss: 0.3550$","Coin: #OPUSDT

Direction: Long

Leverage: 5-10x

#OP already broke out of the ascending triangle and is looking bullish.

Entry: 0.5060 - 0.5000$ (Buy partially)

Targets: 0.5200 - 0.5320 - 0.5440 - 0.5560 - 0.5850 - 0.6210$ (Short term)

Stoploss: 0.4850$"
6584,OP,USDT,6612,,possible_new_signal_or_setup,low,False,True,[],[],"Coin: #1000RATSUSDT

Direction: Long

Leverage: 5-10x

#1000RATS has already broken out of the symmetrical triangle and is looking bullish.

Entry: 0.02960 - 0.02900$ (Buy partially)

Targets: 0.03040 - 0.03120 - 0.03200 - 0.03280 - 0.03450 - 0.03700$ (Short term)

Stoploss: 0.02800$","Coin: #OPUSDT

Direction: Long

Leverage: 5-10x

#OP already broke out of the ascending triangle and is looking bullish.

Entry: 0.5060 - 0.5000$ (Buy partially)

Targets: 0.5200 - 0.5320 - 0.5440 - 0.5560 - 0.5850 - 0.6210$ (Short term)

Stoploss: 0.4850$"
6584,OP,USDT,6614,,possible_new_signal_or_setup,low,False,True,[],[],"Coin: #GMXUSDT

Direction: Long

Leverage: 5-10x

#GMX has already broken out of the symmetrical triangle and is looking bullish.

Entry: 10.580 - 10.400$ (Buy partially)

Targets: 10.800 - 11.100 - 11.400 - 11.700 - 12.400 - 12.900 - 13.500$ (Short-mid term)

Stoploss: 10.200$","Coin: #OPUSDT

Direction: Long

Leverage: 5-10x

#OP already broke out of the ascending triangle and is looking bullish.

Entry: 0.5060 - 0.5000$ (Buy partially)

Targets: 0.5200 - 0.5320 - 0.5440 - 0.5560 - 0.5850 - 0.6210$ (Short term)

Stoploss: 0.4850$"
6584,OP,USDT,6619,,possible_new_signal_or_setup,low,False,True,[],[],"Coin: #XRPUSDT

Direction: Long

Leverage: 5-10x

#XRP has already broken out of the cup and handle pattern and is looking bullish.

Entry: 2.58 - 2.52$ (Buy partially)

Targets: 2.64 - 2.70 - 2.76 - 2.82 - 2.95 - 3.055$ (Short-mid term)

Stoploss: 2.4800$","Coin: #OPUSDT

Direction: Long

Leverage: 5-10x

#OP already broke out of the ascending triangle and is looking bullish.

Entry: 0.5060 - 0.5000$ (Buy partially)

Targets: 0.5200 - 0.5320 - 0.5440 - 0.5560 - 0.5850 - 0.6210$ (Short term)

Stoploss: 0.4850$"
